SYS_SQLLOG_ID	SQLID	USERID	USERIP	MACADDR	SQL	STARTTIME	ENDTIME	SUCCESS	TYPE	TIMECOST
344	36a21250e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_logonlog_id id, userid usercode, u.username username, ip ip, macaddr mac, logontime logontime, logofftime logofftime, logonflag logonflag, logfailedreason reason from SYS_LOGONLOG left outer join SYS_USER u on SYS_LOGONLOG.userid = u.usercode	2014/5/29 11:49:19	2014/5/29 11:49:19	01	01	5
345	36a28780e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_logonlog_id) as count from SYS_LOGONLOG	2014/5/29 11:49:19	2014/5/29 11:49:19	01	01	2
346	4efc0cc0e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_group_id, groupname, cuserid, cdate, euserid, edate, memo from SYS_GROUP	2014/5/29 11:50:00	2014/5/29 11:50:00	01	01	7
347	4efca900e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_group_id) as count from SYS_GROUP	2014/5/29 11:50:00	2014/5/29 11:50:00	01	01	3
348	4f4571d0e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 11:50:00	2014/5/29 11:50:00	01	01	4
349	4f468340e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 11:50:00	2014/5/29 11:50:00	01	01	6
350	50592bc0e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_group_id, groupname, cuserid, cdate, euserid, edate, memo from SYS_GROUP  WHERE SYS_GROUP_ID   (select sys_group_id from SYS_USER_GROUP where SYS_USER_ID = ?)	2014/5/29 11:50:02	2014/5/29 11:50:02	01	01	9
351	5059c800e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_group_id) as count from SYS_GROUP  WHERE SYS_GROUP_ID   (select sys_group_id from SYS_USER_GROUP where SYS_USER_ID = ?)	2014/5/29 11:50:02	2014/5/29 11:50:02	01	01	4
352	505b4ea0e6e411e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_group_id, groupname, cuserid, cdate, euserid, edate, memo from SYS_GROUP  WHERE SYS_GROUP_ID   (select sys_group_id from SYS_USER_GROUP where SYS_USER_ID = ?)	2014/5/29 11:50:02	2014/5/29 11:50:02	01	01	6
281	9dda9ea0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:23:34	2014/5/29 11:23:34	01	01	2
282	9ddb13d0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:23:34	2014/5/29 11:23:34	01	01	2
283	9ddbd720e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:23:34	2014/5/29 11:23:34	01	01	4
284	a245c0f0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 11:23:42	2014/5/29 11:23:42	01	01	5
285	a4c42e70e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		delete from SYS_PRIVILEGE where sys_privilege_id = ?	2014/5/29 11:23:46	2014/5/29 11:23:46	01	02	31
286	a4c47c90e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:23:46	2014/5/29 11:23:46	01	01	2
287	a4c4f1c0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:23:46	2014/5/29 11:23:46	01	01	2
288	a4c7ff00e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 11:23:46	2014/5/29 11:23:46	01	01	5
289	b1a01cd0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		insert into SYS_PRIVILEGE (NAME,MENUTYPE,URL,memo,parentid,cuserid,cdate,sort) values(?,?,?,?,?,?,NOW(),?)	2014/5/29 11:24:07	2014/5/29 11:24:07	01	02	28
290	b1a09200e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:24:07	2014/5/29 11:24:07	01	01	2
291	b1a0e020e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:24:07	2014/5/29 11:24:07	01	01	1
292	b1a7e500e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 11:24:07	2014/5/29 11:24:07	01	01	5
293	de473c00e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		insert into SYS_PRIVILEGE (NAME,MENUTYPE,URL,memo,parentid,cuserid,cdate,sort) values(?,?,?,?,?,?,NOW(),?)	2014/5/29 11:25:22	2014/5/29 11:25:22	01	02	42
294	de478a20e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:25:22	2014/5/29 11:25:22	01	01	2
295	de47ff50e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:25:22	2014/5/29 11:25:22	01	01	2
296	de4ce150e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 11:25:22	2014/5/29 11:25:22	01	01	5
297	f0c65780e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		SELECTa.sys_privilege_id,a.name,a.menutype,a.url,a.memo,a.logflag,a.parentid,a.cuserid,a.cdate,a.euserid,a.edate,b.name as parentname,a.sortFROMSYS_PRIVILEGE a LEFT JOIN SYS_PRIVILEGE b ON   b.SYS_PRIVILEGE_ID = a.PARENTID where a.SYS_PRIVILEGE_ID = ?	2014/5/29 11:25:53	2014/5/29 11:25:53	01	01	3
298	f670b090e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		update SYS_PRIVILEGE set name = ?,menutype = ?,url = ?,memo = ?,euserid = ?,edate = now(),sort=? where sys_privilege_id = ?	2014/5/29 11:26:03	2014/5/29 11:26:03	01	02	36
299	f67125c0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:26:03	2014/5/29 11:26:03	01	01	2
300	f67173e0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:26:03	2014/5/29 11:26:03	01	01	1
301	f6771930e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 11:26:03	2014/5/29 11:26:03	01	01	4
302	f9ee1780e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_user_id as userid, usercode, username, cuserid, cdate, euserid, edate, password, isvalid,mac from SYS_USERwhere userCode = ?	2014/5/29 11:26:09	2014/5/29 11:26:09	01	01	3
303	f9eedad0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:26:09	2014/5/29 11:26:09	01	01	3
304	f9ef5000e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:26:09	2014/5/29 11:26:09	01	01	2
305	f9ef9e20e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:26:09	2014/5/29 11:26:09	01	01	2
306	f9f01350e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:26:09	2014/5/29 11:26:09	01	01	2
307	f9f06170e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:26:09	2014/5/29 11:26:09	01	01	2
308	7c3f6160e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 11:44:06	2014/5/29 11:44:06	01	01	8
309	7c3ffda0e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 11:44:06	2014/5/29 11:44:06	01	01	3
310	7ef30fb0e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_logonlog_id id, userid usercode, u.username username, ip ip, macaddr mac, logontime logontime, logofftime logofftime, logonflag logonflag, logfailedreason reason from SYS_LOGONLOG left outer join SYS_USER u on SYS_LOGONLOG.userid = u.usercode	2014/5/29 11:44:11	2014/5/29 11:44:11	02	01	36
311	7ef384e0e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_logonlog_id) as count from SYS_LOGONLOG	2014/5/29 11:44:11	2014/5/29 11:44:11	01	01	2
312	b454d530e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_logonlog_id id, userid usercode, u.username username, ip ip, macaddr mac, logontime logontime, logofftime logofftime, logonflag logonflag, logfailedreason reason from SYS_LOGONLOG left outer join SYS_USER u on SYS_LOGONLOG.userid = u.usercode	2014/5/29 11:45:40	2014/5/29 11:45:40	01	01	7
313	b4560db0e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_logonlog_id) as count from SYS_LOGONLOG	2014/5/29 11:45:40	2014/5/29 11:45:40	01	01	8
314	b90df070e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_logonlog_id id, userid usercode, u.username username, ip ip, macaddr mac, logontime logontime, logofftime logofftime, logonflag logonflag, logfailedreason reason from SYS_LOGONLOG left outer join SYS_USER u on SYS_LOGONLOG.userid = u.usercode	2014/5/29 11:45:48	2014/5/29 11:45:48	01	01	6
315	b90e3e90e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_logonlog_id) as count from SYS_LOGONLOG	2014/5/29 11:45:48	2014/5/29 11:45:48	01	01	2
316	ba59f870e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_logonlog_id id, userid usercode, u.username username, ip ip, macaddr mac, logontime logontime, logofftime logofftime, logonflag logonflag, logfailedreason reason from SYS_LOGONLOG left outer join SYS_USER u on SYS_LOGONLOG.userid = u.usercode	2014/5/29 11:45:50	2014/5/29 11:45:50	01	01	9
317	ba5a6da0e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_logonlog_id) as count from SYS_LOGONLOG	2014/5/29 11:45:50	2014/5/29 11:45:50	01	01	3
318	bcfa93f0e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_logonlog_id id, userid usercode, u.username username, ip ip, macaddr mac, logontime logontime, logofftime logofftime, logonflag logonflag, logfailedreason reason from SYS_LOGONLOG left outer join SYS_USER u on SYS_LOGONLOG.userid = u.usercode	2014/5/29 11:45:55	2014/5/29 11:45:55	01	01	7
319	bcfb7e50e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_logonlog_id) as count from SYS_LOGONLOG	2014/5/29 11:45:55	2014/5/29 11:45:55	01	01	5
320	be874e70e6e311e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_logonlog_id id, userid usercode, u.username username, ip ip, macaddr mac, logontime logontime, logofftime logofftime, logonflag logonflag, logfailedreason reason from SYS_LOGONLOG left outer join SYS_USER u on SYS_LOGONLOG.userid = u.usercode	2014/5/29 11:45:57	2014/5/29 11:45:57	01	01	8
244	e7a1e1f0e6d711e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select count(sys_group_id) as count from SYS_GROUP	2014/5/29 10:21:12	2014/5/29 10:21:12	01	01	1
245	e7f61c70e6d711e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 10:21:13	2014/5/29 10:21:13	01	01	6
246	e90c9580e6d711e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 10:21:15	2014/5/29 10:21:15	01	01	6
247	01c837f0e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:21:56	2014/5/29 10:21:56	01	01	3
248	01c8ad20e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:21:56	2014/5/29 10:21:56	01	01	2
249	02c92d30e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:21:58	2014/5/29 10:21:58	01	01	2
250	02c9a260e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:21:58	2014/5/29 10:21:58	01	01	2
251	038bb9e0e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:21:59	2014/5/29 10:21:59	01	01	3
252	038c0800e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:21:59	2014/5/29 10:21:59	01	01	2
253	0e73ee90e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_user_id as userid, usercode, username, cuserid, cdate, euserid, edate, password, isvalid,mac from SYS_USERwhere userCode = ?	2014/5/29 10:22:18	2014/5/29 10:22:18	01	01	3
254	0e74b1e0e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 10:22:18	2014/5/29 10:22:18	01	01	3
255	0e761170e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 10:22:18	2014/5/29 10:22:18	01	01	9
256	0e7686a0e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 10:22:18	2014/5/29 10:22:18	01	01	3
257	0e76fbd0e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 10:22:18	2014/5/29 10:22:18	01	01	2
258	0fdaaa80e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_group_id, groupname, cuserid, cdate, euserid, edate, memo from SYS_GROUP	2014/5/29 10:22:20	2014/5/29 10:22:20	01	01	3
259	0fdaf8a0e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select count(sys_group_id) as count from SYS_GROUP	2014/5/29 10:22:20	2014/5/29 10:22:20	01	01	2
260	10407130e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:22:21	2014/5/29 10:22:21	01	01	2
261	1040e660e6d811e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:22:21	2014/5/29 10:22:21	01	01	2
262	730950e0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 11:22:22	2014/5/29 11:22:22	01	01	10
263	828da2f0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		insert into SYS_PRIVILEGE (NAME,MENUTYPE,URL,memo,parentid,cuserid,cdate,sort) values(?,?,?,?,?,?,NOW(),?)	2014/5/29 11:22:48	2014/5/29 11:22:48	01	02	49
264	829013f0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:22:48	2014/5/29 11:22:48	01	01	16
265	829013f1e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:22:48	2014/5/29 11:22:48	01	01	0
266	88761670e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_user_id as userid, usercode, username, cuserid, cdate, euserid, edate, password, isvalid,mac from SYS_USERwhere userCode = ?	2014/5/29 11:22:58	2014/5/29 11:22:58	01	01	3
267	887700d0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:22:58	2014/5/29 11:22:58	01	01	4
268	88777600e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:22:58	2014/5/29 11:22:58	01	01	3
269	8877eb30e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:22:58	2014/5/29 11:22:58	01	01	3
270	88783950e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:22:58	2014/5/29 11:22:58	01	01	2
271	8878fca0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:22:58	2014/5/29 11:22:58	01	01	4
272	8c818c90e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 11:23:05	2014/5/29 11:23:05	01	01	17
273	937ad3d0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		SELECTa.sys_privilege_id,a.name,a.menutype,a.url,a.memo,a.logflag,a.parentid,a.cuserid,a.cdate,a.euserid,a.edate,b.name as parentname,a.sortFROMSYS_PRIVILEGE a LEFT JOIN SYS_PRIVILEGE b ON   b.SYS_PRIVILEGE_ID = a.PARENTID where a.SYS_PRIVILEGE_ID = ?	2014/5/29 11:23:17	2014/5/29 11:23:17	01	01	4
274	98c16200e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		update SYS_PRIVILEGE set name = ?,menutype = ?,url = ?,memo = ?,euserid = ?,edate = now(),sort=? where sys_privilege_id = ?	2014/5/29 11:23:26	2014/5/29 11:23:26	01	02	26
275	98c1d730e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:23:26	2014/5/29 11:23:26	01	01	3
276	98c24c60e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select url from SYS_PRIVILEGE	2014/5/29 11:23:26	2014/5/29 11:23:26	01	01	2
277	990548d0e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 11:23:26	2014/5/29 11:23:26	01	01	8
278	9dd91800e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_user_id as userid, usercode, username, cuserid, cdate, euserid, edate, password, isvalid,mac from SYS_USERwhere userCode = ?	2014/5/29 11:23:34	2014/5/29 11:23:34	01	01	4
279	9dd9db50e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:23:34	2014/5/29 11:23:34	01	01	3
280	9dda5080e6e011e33ef20c095fcdddf8	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,logflag,parentid from SYS_PRIVILEGE s where s.parentid = ? and s.menutype = '0' order by sort asc	2014/5/29 11:23:34	2014/5/29 11:23:34	01	01	3
233	5ee40b00e6d611e33146945efd7cb1c7	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:10:14	2014/5/29 10:10:14	01	01	11
234	5ee591a0e6d611e33146945efd7cb1c7	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:10:14	2014/5/29 10:10:14	01	01	7
235	5f578d50e6d611e33146945efd7cb1c7	admin	0:0:0:0:0:0:0:1		select sys_group_id, groupname, cuserid, cdate, euserid, edate, memo from SYS_GROUP	2014/5/29 10:10:14	2014/5/29 10:10:14	01	01	3
236	5f57db70e6d611e33146945efd7cb1c7	admin	0:0:0:0:0:0:0:1		select count(sys_group_id) as count from SYS_GROUP	2014/5/29 10:10:14	2014/5/29 10:10:14	01	01	1
237	5fa956d0e6d611e33146945efd7cb1c7	admin	0:0:0:0:0:0:0:1		select sys_privilege_id,name,menutype,url,memo,logflag,cuserid,cdate,euserid,edate,parentid ,(CASE WHEN menutype = 0 then '菜单' when menutype = 1 then '按钮' else '' END) as menuname from SYS_PRIVILEGE	2014/5/29 10:10:15	2014/5/29 10:10:15	01	01	10
238	766f43c0e6d611e33146945efd7cb1c7	admin	0:0:0:0:0:0:0:1		SELECTa.sys_privilege_id,a.name,a.menutype,a.url,a.memo,a.logflag,a.parentid,a.cuserid,a.cdate,a.euserid,a.edate,b.name as parentname,a.sortFROMSYS_PRIVILEGE a LEFT JOIN SYS_PRIVILEGE b ON   b.SYS_PRIVILEGE_ID = a.PARENTID where a.SYS_PRIVILEGE_ID = ?	2014/5/29 10:10:53	2014/5/29 10:10:53	01	01	9
239	cf147b70e6d711e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:20:31	2014/5/29 10:20:31	01	01	7
240	cf1517b0e6d711e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:20:31	2014/5/29 10:20:31	01	01	2
241	e71d96c0e6d711e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_user_id,username,cuserid,cdate,euserid,edate,password,isvalid,usercode from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:21:12	2014/5/29 10:21:12	01	01	2
242	e71e0bf0e6d711e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select count(sys_user_id) as count from SYS_USER  WHERE sys_user_id != 1 and isvalid != 'D'	2014/5/29 10:21:12	2014/5/29 10:21:12	01	01	2
243	e7a193d0e6d711e3d6342146be986d80	admin	0:0:0:0:0:0:0:1		select sys_group_id, groupname, cuserid, cdate, euserid, edate, memo from SYS_GROUP	2014/5/29 10:21:12	2014/5/29 10:21:12	01	01	2
422	fdf00f60e6ee11e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_group_id) as count from SYS_GROUP  WHERE SYS_GROUP_ID   (select sys_group_id from SYS_USER_GROUP where SYS_USER_ID = ?)	2014/5/29 13:06:28	2014/5/29 13:06:28	01	01	1
423	ff2cd520e6ee11e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_group_id, groupname, cuserid, cdate, euserid, edate, memo from SYS_GROUP  WHERE SYS_GROUP_ID   (select sys_group_id from SYS_USER_GROUP where SYS_USER_ID = ?)	2014/5/29 13:06:30	2014/5/29 13:06:30	01	01	2
424	ff2d7160e6ee11e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select count(sys_group_id) as count from SYS_GROUP  WHERE SYS_GROUP_ID   (select sys_group_id from SYS_USER_GROUP where SYS_USER_ID = ?)	2014/5/29 13:06:30	2014/5/29 13:06:30	01	01	3
425	ff8c8150e6ee11e350d36d6d228a3858	admin	0:0:0:0:0:0:0:1		select sys_group_id, groupname, cuserid, cdate, euserid, edate, memo from SYS_GROUP  WHERE SYS_GROUP_ID   (select sys_group_id from SYS_USER_GROUP where SYS_USER_ID = ?)	2014/5/29 13:06:31	2014/5/29 13:06:31	01	01	3
