SYS_GROUP_ID	SYS_PRIVILEGE_ID	STATUS
9	71	0
9	2	0
9	1	0
9	73	1
9	72	1
9	42	1
9	65	1
9	41	1
9	39	1
9	38	1
9	12	1
9	62	1
9	58	1
9	61	1
9	60	1
9	59	1
9	57	1
9	56	1
9	64	1
9	55	1
9	54	1
9	53	1
9	11	1
9	52	1
9	51	1
9	49	1
9	48	1
9	47	1
9	46	1
9	45	1
9	66	1
9	44	1
9	43	1
9	37	1
9	10	1
9	9	1
